분류군,국명,학명,분양가능여부
관속식물류,생달나무,Cinnamomum japonicum Siebold,가능
관속식물류,생달나무,Cinnamomum japonicum Siebold,가능
관속식물류,생달나무,Cinnamomum japonicum Siebold,가능
관속식물류,생달나무,Cinnamomum japonicum Siebold,가능
관속식물류,멀구슬나무,Melia azedarach L.,가능
관속식물류,멀구슬나무,Melia azedarach L.,가능
관속식물류,멀구슬나무,Melia azedarach L.,가능
관속식물류,황칠나무,Dendropanax trifidus (Thunb.) Makino ex H. Hara,가능
관속식물류,황칠나무,Dendropanax trifidus (Thunb.) Makino ex H. Hara,가능
관속식물류,소리쟁이,Rumex crispus L.,가능
관속식물류,소리쟁이,Rumex crispus L.,가능
관속식물류,소리쟁이,Rumex crispus L.,가능
관속식물류,다정큼나무,Rhaphiolepis indica var. umbellata (Thunb.) Ohashi,가능
관속식물류,다정큼나무,Rhaphiolepis indica var. umbellata (Thunb.) Ohashi,가능
관속식물류,다정큼나무,Rhaphiolepis indica var. umbellata (Thunb.) Ohashi,가능
관속식물류,황칠나무,Dendropanax trifidus (Thunb.) Makino ex H. Hara,가능
관속식물류,황칠나무,Dendropanax trifidus (Thunb.) Makino ex H. Hara,가능
관속식물류,황칠나무,Dendropanax trifidus (Thunb.) Makino ex H. Hara,가능
관속식물류,바위손,Selaginella tamariscina (P. Beauv.) Spring,가능
관속식물류,바위손,Selaginella tamariscina (P. Beauv.) Spring,가능
관속식물류,바위손,Selaginella tamariscina (P. Beauv.) Spring,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,미국자리공,Phytolacca americana L.,가능
관속식물류,미국자리공,Phytolacca americana L.,가능
관속식물류,미국자리공,Phytolacca americana L.,가능
관속식물류,노간주나무,Juniperus rigida Siebold & Zucc.,가능
관속식물류,노간주나무,Juniperus rigida Siebold & Zucc.,가능
관속식물류,노간주나무,Juniperus rigida Siebold & Zucc.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,떡갈나무,Quercus dentata Thunb.,가능
관속식물류,떡갈나무,Quercus dentata Thunb.,가능
관속식물류,떡갈나무,Quercus dentata Thunb.,가능
관속식물류,멀구슬나무,Melia azedarach L.,가능
관속식물류,멀구슬나무,Melia azedarach L.,가능
관속식물류,멀구슬나무,Melia azedarach L.,가능
관속식물류,미국자리공,Phytolacca americana L.,가능
관속식물류,미국자리공,Phytolacca americana L.,가능
관속식물류,미국자리공,Phytolacca americana L.,가능
관속식물류,사스레피나무,Eurya japonica Thunb.,가능
관속식물류,사스레피나무,Eurya japonica Thunb.,가능
관속식물류,사스레피나무,Eurya japonica Thunb.,가능
관속식물류,사스레피나무,Eurya japonica Thunb.,가능
관속식물류,사스레피나무,Eurya japonica Thunb.,가능
관속식물류,황칠나무,Dendropanax trifidus (Thunb.) Makino ex H. Hara,가능
관속식물류,황칠나무,Dendropanax trifidus (Thunb.) Makino ex H. Hara,가능
관속식물류,황칠나무,Dendropanax trifidus (Thunb.) Makino ex H. Hara,가능
관속식물류,달맞이꽃,Oenothera biennis L.,가능
관속식물류,달맞이꽃,Oenothera biennis L.,가능
관속식물류,달맞이꽃,Oenothera biennis L.,가능
관속식물류,순비기나무,Vitex rotundifolia L. f.,가능
관속식물류,순비기나무,Vitex rotundifolia L. f.,가능
관속식물류,순비기나무,Vitex rotundifolia L. f.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,생이가래,Salvinia natans (L.) All.,가능
관속식물류,미국자리공,Phytolacca americana L.,가능
관속식물류,미국자리공,Phytolacca americana L.,가능
관속식물류,사스레피나무,Eurya japonica Thunb.,가능
관속식물류,사스레피나무,Eurya japonica Thunb.,가능
관속식물류,사스레피나무,Eurya japonica Thunb.,가능
관속식물류,청미래덩굴,Smilax china L.,가능
관속식물류,청미래덩굴,Smilax china L.,가능
관속식물류,청미래덩굴,Smilax china L.,가능
관속식물류,참싸리,Lespedeza cyrtobotrya Miq.,가능
관속식물류,참싸리,Lespedeza cyrtobotrya Miq.,가능
관속식물류,참싸리,Lespedeza cyrtobotrya Miq.,가능
관속식물류,개머루,Ampelopsis brevipedunculata (Maxim.) Trautv.,가능
관속식물류,개머루,Ampelopsis brevipedunculata (Maxim.) Trautv.,가능
관속식물류,개머루,Ampelopsis brevipedunculata (Maxim.) Trautv.,가능
관속식물류,개머루,Ampelopsis brevipedunculata (Maxim.) Trautv.,가능
관속식물류,개머루,Ampelopsis brevipedunculata (Maxim.) Trautv.,가능
관속식물류,개머루,Ampelopsis brevipedunculata (Maxim.) Trautv.,가능
관속식물류,청미래덩굴,Smilax china L.,가능
관속식물류,청미래덩굴,Smilax china L.,가능
관속식물류,청미래덩굴,Smilax china L.,가능
관속식물류,노간주나무,Juniperus rigida Siebold & Zucc.,가능
관속식물류,노간주나무,Juniperus rigida Siebold & Zucc.,가능
관속식물류,노간주나무,Juniperus rigida Siebold & Zucc.,가능
관속식물류,순비기나무,Vitex rotundifolia L. f.,가능
관속식물류,순비기나무,Vitex rotundifolia L. f.,가능
관속식물류,순비기나무,Vitex rotundifolia L. f.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,멍석딸기,Rubus parvifolius L.,가능
관속식물류,멍석딸기,Rubus parvifolius L.,가능
관속식물류,멍석딸기,Rubus parvifolius L.,가능
관속식물류,순비기나무,Vitex rotundifolia L. f.,가능
관속식물류,순비기나무,Vitex rotundifolia L. f.,가능
관속식물류,순비기나무,Vitex rotundifolia L. f.,가능
관속식물류,자귀나무,Albizia julibrissin Durazz.,가능
관속식물류,자귀나무,Albizia julibrissin Durazz.,가능
관속식물류,자귀나무,Albizia julibrissin Durazz.,가능
관속식물류,애기부들,Typha angustifolia L.,가능
관속식물류,애기부들,Typha angustifolia L.,가능
관속식물류,애기부들,Typha angustifolia L.,가능
관속식물류,애기부들,Typha angustifolia L.,가능
관속식물류,애기부들,Typha angustifolia L.,가능
관속식물류,애기부들,Typha angustifolia L.,가능
관속식물류,번행초,Tetragonia tetragonoides (Pall.) Kuntze,가능
관속식물류,번행초,Tetragonia tetragonoides (Pall.) Kuntze,가능
관속식물류,번행초,Tetragonia tetragonoides (Pall.) Kuntze,가능
관속식물류,순비기나무,Vitex rotundifolia L. f.,가능
관속식물류,순비기나무,Vitex rotundifolia L. f.,가능
관속식물류,순비기나무,Vitex rotundifolia L. f.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,예덕나무,Mallotus japonicus (L. f.) Müll.,가능
관속식물류,멀구슬나무,Melia azedarach L.,가능
관속식물류,멀구슬나무,Melia azedarach L.,가능
관속식물류,멀구슬나무,Melia azedarach L.,가능
관속식물류,멀구슬나무,Melia azedarach L.,가능
관속식물류,멀구슬나무,Melia azedarach L.,가능
관속식물류,멀구슬나무,Melia azedarach L.,가능
관속식물류,청미래덩굴,Smilax china L.,가능
관속식물류,청미래덩굴,Smilax china L.,가능
관속식물류,청미래덩굴,Smilax china L.,가능
관속식물류,멍석딸기,Rubus parvifolius L.,가능
관속식물류,멍석딸기,Rubus parvifolius L.,가능
관속식물류,멍석딸기,Rubus parvifolius L.,가능
관속식물류,참싸리,Lespedeza cyrtobotrya Miq.,가능
관속식물류,참싸리,Lespedeza cyrtobotrya Miq.,가능
관속식물류,참싸리,Lespedeza cyrtobotrya Miq.,가능
관속식물류,졸참나무,Quercus serrata Murray,가능
관속식물류,졸참나무,Quercus serrata Murray,가능
관속식물류,졸참나무,Quercus serrata Murray,가능
관속식물류,졸참나무,Quercus serrata Murray,가능
관속식물류,졸참나무,Quercus serrata Murray,가능
관속식물류,졸참나무,Quercus serrata Murray,가능
관속식물류,산초나무,Zanthoxylum schinifolium Siebold & Zucc.,가능
관속식물류,산초나무,Zanthoxylum schinifolium Siebold & Zucc.,가능
관속식물류,산초나무,Zanthoxylum schinifolium Siebold & Zucc.,가능
관속식물류,떡갈나무,Quercus dentata Thunb.,가능
관속식물류,떡갈나무,Quercus dentata Thunb.,가능
관속식물류,떡갈나무,Quercus dentata Thunb.,가능
관속식물류,황칠나무,Dendropanax trifidus (Thunb.) Makino ex H. Hara,가능
관속식물류,황칠나무,Dendropanax trifidus (Thunb.) Makino ex H. Hara,가능
관속식물류,황칠나무,Dendropanax trifidus (Thunb.) Makino ex H. Hara,가능
관속식물류,자귀나무,Albizia julibrissin Durazz.,가능
관속식물류,자귀나무,Albizia julibrissin Durazz.,가능
관속식물류,자귀나무,Albizia julibrissin Durazz.,가능
관속식물류,붉나무,Rhus javanica L.,가능
관속식물류,붉나무,Rhus javanica L.,가능
관속식물류,붉나무,Rhus javanica L.,가능
관속식물류,붉나무,Rhus javanica L.,가능
관속식물류,붉나무,Rhus javanica L.,가능
관속식물류,붉나무,Rhus javanica L.,가능
관속식물류,졸참나무,Quercus serrata Murray,가능
관속식물류,졸참나무,Quercus serrata Murray,가능
관속식물류,졸참나무,Quercus serrata Murray,가능
관속식물류,산초나무,Zanthoxylum schinifolium Siebold & Zucc.,가능
관속식물류,산초나무,Zanthoxylum schinifolium Siebold & Zucc.,가능
관속식물류,산초나무,Zanthoxylum schinifolium Siebold & Zucc.,가능
관속식물류,고사리,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,가능
관속식물류,고사리,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,가능
관속식물류,고사리,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,가능
관속식물류,왕자귀나무,Albizia kalkora Prain,가능
관속식물류,왕자귀나무,Albizia kalkora Prain,가능
관속식물류,왕자귀나무,Albizia kalkora Prain,가능
관속식물류,왕자귀나무,Albizia kalkora Prain,가능
관속식물류,왕자귀나무,Albizia kalkora Prain,가능
관속식물류,왕자귀나무,Albizia kalkora Prain,가능
관속식물류,쇠물푸레,Fraxinus sieboldiana Blume,가능
관속식물류,쇠물푸레,Fraxinus sieboldiana Blume,가능
관속식물류,쇠물푸레,Fraxinus sieboldiana Blume,가능
관속식물류,쇠물푸레,Fraxinus sieboldiana Blume,가능
관속식물류,쇠물푸레,Fraxinus sieboldiana Blume,가능
관속식물류,쇠물푸레,Fraxinus sieboldiana Blume,가능
관속식물류,실거리나무,Caesalpinia decapetala (Roth) Alston,가능
관속식물류,실거리나무,Caesalpinia decapetala (Roth) Alston,가능
관속식물류,실거리나무,Caesalpinia decapetala (Roth) Alston,가능
관속식물류,남오미자,Kadsura japonica (L.) Dunal,가능
관속식물류,남오미자,Kadsura japonica (L.) Dunal,가능
관속식물류,남오미자,Kadsura japonica (L.) Dunal,가능
관속식물류,남오미자,Kadsura japonica (L.) Dunal,가능
관속식물류,남오미자,Kadsura japonica (L.) Dunal,가능
관속식물류,남오미자,Kadsura japonica (L.) Dunal,가능
관속식물류,꾸지뽕나무,Cudrania tricuspidata (Carrière) Bureau ex Lavallée,가능
관속식물류,꾸지뽕나무,Cudrania tricuspidata (Carrière) Bureau ex Lavallée,가능
관속식물류,꾸지뽕나무,Cudrania tricuspidata (Carrière) Bureau ex Lavallée,가능
관속식물류,광나무,Ligustrum japonicum Thunb.,가능
관속식물류,광나무,Ligustrum japonicum Thunb.,가능
관속식물류,광나무,Ligustrum japonicum Thunb.,가능
관속식물류,광나무,Ligustrum japonicum Thunb.,가능
관속식물류,광나무,Ligustrum japonicum Thunb.,가능
관속식물류,광나무,Ligustrum japonicum Thunb.,가능
관속식물류,다정큼나무,Rhaphiolepis indica var. umbellata (Thunb.) Ohashi,가능
관속식물류,다정큼나무,Rhaphiolepis indica var. umbellata (Thunb.) Ohashi,가능
관속식물류,다정큼나무,Rhaphiolepis indica var. umbellata (Thunb.) Ohashi,가능
관속식물류,다정큼나무,Rhaphiolepis indica var. umbellata (Thunb.) Ohashi,가능
관속식물류,다정큼나무,Rhaphiolepis indica var. umbellata (Thunb.) Ohashi,가능
관속식물류,다정큼나무,Rhaphiolepis indica var. umbellata (Thunb.) Ohashi,가능
관속식물류,천선과나무,Ficus erecta Thunb.,가능
관속식물류,천선과나무,Ficus erecta Thunb.,가능
관속식물류,천선과나무,Ficus erecta Thunb.,가능
관속식물류,천선과나무,Ficus erecta Thunb.,가능
관속식물류,천선과나무,Ficus erecta Thunb.,가능
관속식물류,천선과나무,Ficus erecta Thunb.,가능
관속식물류,사철쑥,Artemisia capillaris Thunb.,가능
관속식물류,사철쑥,Artemisia capillaris Thunb.,가능
관속식물류,사철쑥,Artemisia capillaris Thunb.,가능
관속식물류,돈나무,Pittosporum tobira (Thunb.) W. T. Aiton,가능
관속식물류,돈나무,Pittosporum tobira (Thunb.) W. T. Aiton,가능
관속식물류,돈나무,Pittosporum tobira (Thunb.) W. T. Aiton,가능
관속식물류,돈나무,Pittosporum tobira (Thunb.) W. T. Aiton,가능
관속식물류,돈나무,Pittosporum tobira (Thunb.) W. T. Aiton,가능
관속식물류,돈나무,Pittosporum tobira (Thunb.) W. T. Aiton,가능
관속식물류,실거리나무,Caesalpinia decapetala (Roth) Alston,가능
관속식물류,실거리나무,Caesalpinia decapetala (Roth) Alston,가능
관속식물류,실거리나무,Caesalpinia decapetala (Roth) Alston,가능
관속식물류,꾸지뽕나무,Cudrania tricuspidata (Carrière) Bureau ex Lavallée,가능
관속식물류,꾸지뽕나무,Cudrania tricuspidata (Carrière) Bureau ex Lavallée,가능
관속식물류,꾸지뽕나무,Cudrania tricuspidata (Carrière) Bureau ex Lavallée,가능
관속식물류,다정큼나무,Rhaphiolepis indica var. umbellata (Thunb.) Ohashi,가능
관속식물류,다정큼나무,Rhaphiolepis indica var. umbellata (Thunb.) Ohashi,가능
관속식물류,다정큼나무,Rhaphiolepis indica var. umbellata (Thunb.) Ohashi,가능
관속식물류,천선과나무,Ficus erecta Thunb.,가능
관속식물류,천선과나무,Ficus erecta Thunb.,가능
관속식물류,천선과나무,Ficus erecta Thunb.,가능
관속식물류,돈나무,Pittosporum tobira (Thunb.) W. T. Aiton,가능
관속식물류,돈나무,Pittosporum tobira (Thunb.) W. T. Aiton,가능
관속식물류,돈나무,Pittosporum tobira (Thunb.) W. T. Aiton,가능
관속식물류,갈참나무,Quercus aliena Blume,가능
관속식물류,갈참나무,Quercus aliena Blume,가능
관속식물류,갈참나무,Quercus aliena Blume,가능
관속식물류,갈참나무,Quercus aliena Blume,가능
관속식물류,갈참나무,Quercus aliena Blume,가능
관속식물류,갈참나무,Quercus aliena Blume,가능
관속식물류,검노린재,Symplocos tanakana Nakai,가능
관속식물류,검노린재,Symplocos tanakana Nakai,가능
관속식물류,검노린재,Symplocos tanakana Nakai,가능
관속식물류,검노린재,Symplocos tanakana Nakai,가능
관속식물류,검노린재,Symplocos tanakana Nakai,가능
관속식물류,검노린재,Symplocos tanakana Nakai,가능
관속식물류,검노린재,Symplocos tanakana Nakai,가능
관속식물류,검노린재,Symplocos tanakana Nakai,가능
관속식물류,붉나무,Rhus javanica L.,가능
관속식물류,붉나무,Rhus javanica L.,가능
관속식물류,붉나무,Rhus javanica L.,가능
관속식물류,붉나무,Rhus javanica L.,가능
관속식물류,붉나무,Rhus javanica L.,가능
관속식물류,붉나무,Rhus javanica L.,가능
관속식물류,청미래덩굴,Smilax china L.,가능
관속식물류,청미래덩굴,Smilax china L.,가능
관속식물류,청미래덩굴,Smilax china L.,가능
관속식물류,노린재나무,Symplocos sawafutagi Nagam.,가능
관속식물류,노린재나무,Symplocos sawafutagi Nagam.,가능
관속식물류,노린재나무,Symplocos sawafutagi Nagam.,가능
관속식물류,노린재나무,Symplocos sawafutagi Nagam.,가능
관속식물류,노린재나무,Symplocos sawafutagi Nagam.,가능
관속식물류,노린재나무,Symplocos sawafutagi Nagam.,가능
관속식물류,갈참나무,Quercus aliena Blume,가능
관속식물류,갈참나무,Quercus aliena Blume,가능
관속식물류,갈참나무,Quercus aliena Blume,가능
관속식물류,모새나무,Vaccinium bracteatum Thunb.,가능
관속식물류,모새나무,Vaccinium bracteatum Thunb.,가능
관속식물류,모새나무,Vaccinium bracteatum Thunb.,가능
관속식물류,모새나무,Vaccinium bracteatum Thunb.,가능
관속식물류,모새나무,Vaccinium bracteatum Thunb.,가능
관속식물류,갯길경,Limonium tetragonum (Thunb.) Bullock,가능
관속식물류,갯길경,Limonium tetragonum (Thunb.) Bullock,가능
관속식물류,갯길경,Limonium tetragonum (Thunb.) Bullock,가능
관속식물류,부들,Typha orientalis C. Presl.,가능
관속식물류,부들,Typha orientalis C. Presl.,가능
관속식물류,부들,Typha orientalis C. Presl.,가능
관속식물류,부들,Typha orientalis C. Presl.,가능
관속식물류,부들,Typha orientalis C. Presl.,가능
관속식물류,부들,Typha orientalis C. Presl.,가능
관속식물류,때죽나무,Styrax japonicus Siebold & Zucc.,가능
관속식물류,때죽나무,Styrax japonicus Siebold & Zucc.,가능
관속식물류,때죽나무,Styrax japonicus Siebold & Zucc.,가능
관속식물류,때죽나무,Styrax japonicus Siebold & Zucc.,가능
관속식물류,때죽나무,Styrax japonicus Siebold & Zucc.,가능
관속식물류,때죽나무,Styrax japonicus Siebold & Zucc.,가능
관속식물류,때죽나무,Styrax japonicus Siebold & Zucc.,가능
관속식물류,때죽나무,Styrax japonicus Siebold & Zucc.,가능
관속식물류,때죽나무,Styrax japonicus Siebold & Zucc.,가능
관속식물류,말오줌때,Euscaphis japonica (Thunb.) Kanitz,가능
관속식물류,말오줌때,Euscaphis japonica (Thunb.) Kanitz,가능
관속식물류,말오줌때,Euscaphis japonica (Thunb.) Kanitz,가능
관속식물류,말오줌때,Euscaphis japonica (Thunb.) Kanitz,가능
관속식물류,말오줌때,Euscaphis japonica (Thunb.) Kanitz,가능
관속식물류,말오줌때,Euscaphis japonica (Thunb.) Kanitz,가능
관속식물류,참오동나무,Paulownia tomentosa (Thunb.) Steud.,가능
관속식물류,참오동나무,Paulownia tomentosa (Thunb.) Steud.,가능
관속식물류,참오동나무,Paulownia tomentosa (Thunb.) Steud.,가능
관속식물류,참오동나무,Paulownia tomentosa (Thunb.) Steud.,가능
관속식물류,참오동나무,Paulownia tomentosa (Thunb.) Steud.,가능
관속식물류,참오동나무,Paulownia tomentosa (Thunb.) Steud.,가능
관속식물류,참오동나무,Paulownia tomentosa (Thunb.) Steud.,가능
관속식물류,참오동나무,Paulownia tomentosa (Thunb.) Steud.,가능
관속식물류,참오동나무,Paulownia tomentosa (Thunb.) Steud.,가능
관속식물류,굴피나무,Platycarya strobilacea Siebold & Zucc.,가능
관속식물류,굴피나무,Platycarya strobilacea Siebold & Zucc.,가능
관속식물류,굴피나무,Platycarya strobilacea Siebold & Zucc.,가능
관속식물류,굴피나무,Platycarya strobilacea Siebold & Zucc.,가능
관속식물류,굴피나무,Platycarya strobilacea Siebold & Zucc.,가능
관속식물류,굴피나무,Platycarya strobilacea Siebold & Zucc.,가능
관속식물류,풀고사리,Diplopterygium glaucum (Thunb. ex Houtt.) Nakai,가능
관속식물류,풀고사리,Diplopterygium glaucum (Thunb. ex Houtt.) Nakai,가능
관속식물류,풀고사리,Diplopterygium glaucum (Thunb. ex Houtt.) Nakai,가능
관속식물류,독활,Aralia cordata var. continentalis (Kitag.) Y. C. Chu,가능
관속식물류,독활,Aralia cordata var. continentalis (Kitag.) Y. C. Chu,가능
관속식물류,독활,Aralia cordata var. continentalis (Kitag.) Y. C. Chu,가능
관속식물류,독활,Aralia cordata var. continentalis (Kitag.) Y. C. Chu,가능
관속식물류,독활,Aralia cordata var. continentalis (Kitag.) Y. C. Chu,가능
관속식물류,독활,Aralia cordata var. continentalis (Kitag.) Y. C. Chu,가능
관속식물류,독활,Aralia cordata var. continentalis (Kitag.) Y. C. Chu,가능
관속식물류,독활,Aralia cordata var. continentalis (Kitag.) Y. C. Chu,가능
관속식물류,독활,Aralia cordata var. continentalis (Kitag.) Y. C. Chu,가능
관속식물류,모시풀,Boehmeria nivea (L.) Gaudich.,가능
관속식물류,모시풀,Boehmeria nivea (L.) Gaudich.,가능
관속식물류,모시풀,Boehmeria nivea (L.) Gaudich.,가능
관속식물류,모시풀,Boehmeria nivea (L.) Gaudich.,가능
관속식물류,모시풀,Boehmeria nivea (L.) Gaudich.,가능
관속식물류,모시풀,Boehmeria nivea (L.) Gaudich.,가능
관속식물류,사방오리,Alnus firma Siebold & Zucc.,가능
관속식물류,사방오리,Alnus firma Siebold & Zucc.,가능
관속식물류,사방오리,Alnus firma Siebold & Zucc.,가능
관속식물류,사방오리,Alnus firma Siebold & Zucc.,가능
관속식물류,사방오리,Alnus firma Siebold & Zucc.,가능
관속식물류,사방오리,Alnus firma Siebold & Zucc.,가능
관속식물류,사방오리,Alnus firma Siebold & Zucc.,가능
관속식물류,사방오리,Alnus firma Siebold & Zucc.,가능
관속식물류,사방오리,Alnus firma Siebold & Zucc.,가능
관속식물류,발풀고사리,Dicranopteris linearis (Burm. f.) Underw.,가능
관속식물류,발풀고사리,Dicranopteris linearis (Burm. f.) Underw.,가능
관속식물류,발풀고사리,Dicranopteris linearis (Burm. f.) Underw.,가능
관속식물류,아까시나무,Robinia pseudoacacia L.,가능
관속식물류,아까시나무,Robinia pseudoacacia L.,가능
관속식물류,아까시나무,Robinia pseudoacacia L.,가능
관속식물류,아까시나무,Robinia pseudoacacia L.,가능
관속식물류,아까시나무,Robinia pseudoacacia L.,가능
관속식물류,아까시나무,Robinia pseudoacacia L.,가능
관속식물류,칡,Pueraria lobata (Willd.) Ohwi,가능
관속식물류,칡,Pueraria lobata (Willd.) Ohwi,가능
관속식물류,칡,Pueraria lobata (Willd.) Ohwi,가능
관속식물류,칡,Pueraria lobata (Willd.) Ohwi,가능
관속식물류,칡,Pueraria lobata (Willd.) Ohwi,가능
관속식물류,칡,Pueraria lobata (Willd.) Ohwi,가능
관속식물류,동백나무,Camellia japonica L.,가능
관속식물류,동백나무,Camellia japonica L.,가능
관속식물류,동백나무,Camellia japonica L.,가능
관속식물류,붉가시나무,Quercus acuta Thunb.,가능
관속식물류,붉가시나무,Quercus acuta Thunb.,가능
관속식물류,붉가시나무,Quercus acuta Thunb.,가능
관속식물류,쇠무릎,Achyranthes bidentata var. japonica Miq.,가능
관속식물류,쇠무릎,Achyranthes bidentata var. japonica Miq.,가능
관속식물류,쇠무릎,Achyranthes bidentata var. japonica Miq.,가능
관속식물류,이삭여뀌,Persicaria filiformis (Thunb.) Nakai ex T. Mori,가능
관속식물류,이삭여뀌,Persicaria filiformis (Thunb.) Nakai ex T. Mori,가능
관속식물류,이삭여뀌,Persicaria filiformis (Thunb.) Nakai ex T. Mori,가능
관속식물류,큰꿩의비름,Hylotelephium spectabile (Boreau) H. Ohba,가능
관속식물류,큰꿩의비름,Hylotelephium spectabile (Boreau) H. Ohba,가능
관속식물류,큰꿩의비름,Hylotelephium spectabile (Boreau) H. Ohba,가능
관속식물류,고비,Osmunda japonica Thunb.,가능
관속식물류,고비,Osmunda japonica Thunb.,가능
관속식물류,고비,Osmunda japonica Thunb.,가능
관속식물류,해홍나물,Suaeda maritima (L.) Dumort.,가능
관속식물류,해홍나물,Suaeda maritima (L.) Dumort.,가능
관속식물류,해홍나물,Suaeda maritima (L.) Dumort.,가능
관속식물류,가는갯능쟁이,Atriplex gmelinii C. A. Mey. ex Bong.,가능
관속식물류,가는갯능쟁이,Atriplex gmelinii C. A. Mey. ex Bong.,가능
관속식물류,가는갯능쟁이,Atriplex gmelinii C. A. Mey. ex Bong.,가능
관속식물류,나문재,Suaeda glauca (Bunge) Bunge,가능
관속식물류,나문재,Suaeda glauca (Bunge) Bunge,가능
관속식물류,나문재,Suaeda glauca (Bunge) Bunge,가능
관속식물류,갯길경,Limonium tetragonum (Thunb.) Bullock,가능
관속식물류,갯길경,Limonium tetragonum (Thunb.) Bullock,가능
관속식물류,갯길경,Limonium tetragonum (Thunb.) Bullock,가능
관속식물류,갯사상자,Cnidium japonicum Miq.,가능
관속식물류,갯사상자,Cnidium japonicum Miq.,가능
관속식물류,갯사상자,Cnidium japonicum Miq.,가능
관속식물류,갯개미취,Aster tripolium L.,가능
관속식물류,갯개미취,Aster tripolium L.,가능
관속식물류,갯개미취,Aster tripolium L.,가능
관속식물류,애기쉽싸리,Lycopus maackianus Makino,가능
관속식물류,애기쉽싸리,Lycopus maackianus Makino,가능
관속식물류,애기쉽싸리,Lycopus maackianus Makino,가능
관속식물류,흰꽃여뀌,Persicaria japonica (Meisn.) H. Gross ex Nakai,가능
관속식물류,흰꽃여뀌,Persicaria japonica (Meisn.) H. Gross ex Nakai,가능
관속식물류,흰꽃여뀌,Persicaria japonica (Meisn.) H. Gross ex Nakai,가능
관속식물류,마편초,Verbena officinalis L.,가능
관속식물류,마편초,Verbena officinalis L.,가능
관속식물류,마편초,Verbena officinalis L.,가능
관속식물류,고마리,Persicaria thunbergii (Siebold & Zucc.) H. Gross,가능
관속식물류,고마리,Persicaria thunbergii (Siebold & Zucc.) H. Gross,가능
관속식물류,고마리,Persicaria thunbergii (Siebold & Zucc.) H. Gross,가능
관속식물류,풀솜나물,Euchiton japonicus (Thunb.) Holub,가능
관속식물류,풀솜나물,Euchiton japonicus (Thunb.) Holub,가능
관속식물류,풀솜나물,Euchiton japonicus (Thunb.) Holub,가능
관속식물류,애기땅빈대,Euphorbia maculata L.,가능
관속식물류,애기땅빈대,Euphorbia maculata L.,가능
관속식물류,애기땅빈대,Euphorbia maculata L.,가능
관속식물류,해홍나물,Suaeda maritima (L.) Dumort.,가능
관속식물류,해홍나물,Suaeda maritima (L.) Dumort.,가능
관속식물류,해홍나물,Suaeda maritima (L.) Dumort.,가능
관속식물류,쑥부쟁이,Aster yomena (Kitam.) Honda,가능
관속식물류,쑥부쟁이,Aster yomena (Kitam.) Honda,가능
관속식물류,쑥부쟁이,Aster yomena (Kitam.) Honda,가능
관속식물류,까실쑥부쟁이,Aster ageratoides Turcz.,가능
관속식물류,까실쑥부쟁이,Aster ageratoides Turcz.,가능
관속식물류,까실쑥부쟁이,Aster ageratoides Turcz.,가능
관속식물류,쥐꼬리망초,Justicia procumbens L.,가능
관속식물류,쥐꼬리망초,Justicia procumbens L.,가능
관속식물류,쥐꼬리망초,Justicia procumbens L.,가능
관속식물류,땅꽈리,Physalis angulata L.,가능
관속식물류,땅꽈리,Physalis angulata L.,가능
관속식물류,땅꽈리,Physalis angulata L.,가능
관속식물류,기름나물,Peucedanum terebinthaceum (Fisch. ex Trevir.) Ledeb.,가능
관속식물류,기름나물,Peucedanum terebinthaceum (Fisch. ex Trevir.) Ledeb.,가능
관속식물류,기름나물,Peucedanum terebinthaceum (Fisch. ex Trevir.) Ledeb.,가능
관속식물류,마타리,Patrinia scabiosifolia Fisch. ex Trevir.,가능
관속식물류,마타리,Patrinia scabiosifolia Fisch. ex Trevir.,가능
관속식물류,마타리,Patrinia scabiosifolia Fisch. ex Trevir.,가능
관속식물류,이고들빼기,Crepidiastrum denticulatum (Houtt.) Pak & Kawano,가능
관속식물류,이고들빼기,Crepidiastrum denticulatum (Houtt.) Pak & Kawano,가능
관속식물류,이고들빼기,Crepidiastrum denticulatum (Houtt.) Pak & Kawano,가능
관속식물류,오이풀,Sanguisorba officinalis L.,가능
관속식물류,오이풀,Sanguisorba officinalis L.,가능
